Humidity,Wind Speed,Visibility,Pressure,Pred_Temp,Clothing_Score
0,0,0,90,-9.428999999999991,1.6500000000000006
0,0,0,95,-9.428999999999991,1.6500000000000006
0,0,0,100,-9.691999999999993,1.6500000000000006
0,0,0,105,1.9349999999999992,1.7690084702182525
0,0,0,110,1.9349999999999992,1.7690084702182525
0,0,5,90,-9.479999999999995,1.6500000000000001
0,0,5,95,-9.479999999999995,1.6500000000000001
0,0,5,100,-9.742999999999997,1.6500000000000004
0,0,5,105,1.9349999999999992,1.7690084702182525
0,0,5,110,1.9349999999999992,1.7690084702182525
0,0,10,90,-6.1890000000000045,1.7058210001598932
0,0,10,95,-6.1890000000000045,1.7058210001598932
0,0,10,100,-6.226000000000006,1.7051399867822992
0,0,10,105,1.9349999999999992,1.7690084702182525
0,0,10,110,1.9349999999999992,1.7690084702182525
0,0,15,90,15.438000000000004,1.6783702671267537
0,0,15,95,15.438000000000004,1.6783702671267537
0,0,15,100,13.847000000000001,1.6941681645319955
0,0,15,105,1.9349999999999992,1.7690084702182525
0,0,15,110,1.9349999999999992,1.7690084702182525
0,0,20,90,15.226000000000004,1.6809728409908395
0,0,20,95,15.226000000000004,1.6809728409908395
0,0,20,100,13.781,1.694674346033296
0,0,20,105,1.9349999999999992,1.7690084702182525
0,0,20,110,1.9349999999999992,1.7690084702182525
0,5,0,90,-9.425999999999991,1.6500000000000001
0,5,0,95,-9.425999999999991,1.6500000000000001
0,5,0,100,-9.688999999999991,1.65
0,5,0,105,2.107999999999999,1.7685407938372504
0,5,0,110,2.107999999999999,1.7685407938372504
0,5,5,90,-9.476999999999995,1.65
0,5,5,95,-9.476999999999995,1.65
0,5,5,100,-9.739999999999995,1.6500000000000001
0,5,5,105,2.107999999999999,1.7685407938372504
0,5,5,110,2.107999999999999,1.7685407938372504
0,5,10,90,-6.133000000000003,1.70683332377332
0,5,10,95,-6.133000000000003,1.70683332377332
0,5,10,100,-6.170000000000004,1.7061669238406538
0,5,10,105,2.107999999999999,1.7685407938372504
0,5,10,110,2.107999999999999,1.7685407938372504
0,5,15,90,15.125000000000002,1.6821473651710395
0,5,15,95,15.125000000000002,1.6821473651710395
0,5,15,100,13.467000000000002,1.6969620347544043
0,5,15,105,2.107999999999999,1.7685407938372504
0,5,15,110,2.107999999999999,1.7685407938372504
0,5,20,90,14.913,1.6844871865283773
0,5,20,95,14.913,1.6844871865283773
0,5,20,100,13.401000000000003,1.6974190316420896
0,5,20,105,2.107999999999999,1.7685407938372504
0,5,20,110,2.107999999999999,1.7685407938372504
0,10,0,90,-9.63199999999999,1.6500000000000001
0,10,0,95,-9.63199999999999,1.6500000000000001
0,10,0,100,-9.89499999999999,1.65
0,10,0,105,2.272999999999999,1.768092976270745
0,10,0,110,2.272999999999999,1.768092976270745
0,10,5,90,-9.676999999999994,1.6500000000000001
0,10,5,95,-9.676999999999994,1.6500000000000001
0,10,5,100,-9.939999999999996,1.65
0,10,5,105,2.272999999999999,1.768092976270745
0,10,5,110,2.272999999999999,1.768092976270745
0,10,10,90,-6.038000000000002,1.7085017750948273
0,10,10,95,-6.038000000000002,1.7085017750948273
0,10,10,100,-6.054000000000003,1.7082249701462096
0,10,10,105,2.272999999999999,1.768092976270745
0,10,10,110,2.272999999999999,1.768092976270745
0,10,15,90,14.964,1.6839391691499597
0,10,15,95,14.964,1.6839391691499597
0,10,15,100,13.957,1.6933036272263267
0,10,15,105,2.272999999999999,1.768092976270745
0,10,15,110,2.272999999999999,1.768092976270745
0,10,20,90,14.708,1.6866012342531447
0,10,20,95,14.708,1.6866012342531447
0,10,20,100,13.835000000000003,1.6942608853149814
0,10,20,105,2.272999999999999,1.768092976270745
0,10,20,110,2.272999999999999,1.768092976270745
0,15,0,90,-9.774999999999991,1.6500000000000001
0,15,0,95,-9.774999999999991,1.6500000000000001
0,15,0,100,-10.044999999999991,1.5
0,15,0,105,9.485000000000001,1.7281388287902184
0,15,0,110,9.485000000000001,1.7281388287902184
0,15,5,90,-9.805999999999996,1.65
0,15,5,95,-9.805999999999996,1.65
0,15,5,100,-10.071999999999996,1.5
0,15,5,105,9.485000000000001,1.7281388287902184
0,15,5,110,9.485000000000001,1.7281388287902184
0,15,10,90,-5.425,1.7179796588679574
0,15,10,95,-5.425,1.7179796588679574
0,15,10,100,-5.3900000000000015,1.7184619028888217
0,15,10,105,9.485000000000001,1.7281388287902184
0,15,10,110,9.485000000000001,1.7281388287902184
0,15,15,90,14.687000000000001,1.6868101164973834
0,15,15,95,14.687000000000001,1.6868101164973834
0,15,15,100,13.367000000000003,1.6976513943813358
0,15,15,105,9.485000000000001,1.7281388287902184
0,15,15,110,9.485000000000001,1.7281388287902184
0,15,20,90,14.085000000000004,1.692263297291166
0,15,20,95,14.085000000000004,1.692263297291166
0,15,20,100,13.222000000000005,1.6986197244586942
0,15,20,105,9.485000000000001,1.7281388287902184
0,15,20,110,9.485000000000001,1.7281388287902184
0,20,0,90,-9.84999999999999,1.6500000000000001
0,20,0,95,-9.84999999999999,1.6500000000000001
0,20,0,100,-10.11999999999999,1.5
0,20,0,105,7.910999999999997,1.7388792062643157
0,20,0,110,7.910999999999997,1.7388792062643157
0,20,5,90,-9.962999999999997,1.65
0,20,5,95,-9.962999999999997,1.65
0,20,5,100,-10.232999999999997,1.5
0,20,5,105,7.910999999999997,1.7388792062643157
0,20,5,110,7.910999999999997,1.7388792062643157
0,20,10,90,-4.589,1.7303936499164236
0,20,10,95,-4.589,1.7303936499164236
0,20,10,100,-4.443,1.7324622128273721
0,20,10,105,7.910999999999997,1.7388792062643157
0,20,10,110,7.910999999999997,1.7388792062643157
0,20,15,90,14.023,1.69277193273337
0,20,15,95,14.023,1.69277193273337
0,20,15,100,13.934499999999998,1.6934826356903103
0,20,15,105,7.910999999999997,1.7388792062643157
0,20,15,110,7.910999999999997,1.7388792062643157
0,20,20,90,14.336999999999998,1.6900993952411854
0,20,20,95,14.336999999999998,1.6900993952411854
0,20,20,100,15.0625,1.6828543635228093
0,20,20,105,7.910999999999997,1.7388792062643157
0,20,20,110,7.910999999999997,1.7388792062643157
0,25,0,90,-9.667999999999996,1.6500000000000004
0,25,0,95,-9.667999999999996,1.6500000000000004
0,25,0,100,-9.904999999999994,1.6500000000000001
0,25,0,105,2.468000000000001,1.767561498137299
0,25,0,110,2.468000000000001,1.767561498137299
0,25,5,90,-9.726,1.65
0,25,5,95,-9.726,1.65
0,25,5,100,-10.039000000000001,1.5
0,25,5,105,2.468000000000001,1.767561498137299
0,25,5,110,2.468000000000001,1.767561498137299
0,25,10,90,-5.862000000000002,1.7114399644626896
0,25,10,95,-5.862000000000002,1.7114399644626896
0,25,10,100,-6.119000000000004,1.7070830133533499
0,25,10,105,2.468000000000001,1.767561498137299
0,25,10,110,2.468000000000001,1.767561498137299
0,25,15,90,14.279999999999998,1.690602924828995
0,25,15,95,14.279999999999998,1.690602924828995
0,25,15,100,16.2335,1.6732607239892492
0,25,15,105,2.468000000000001,1.767561498137299
0,25,15,110,2.468000000000001,1.767561498137299
0,25,20,90,14.371999999999996,1.6897859577759018
0,25,20,95,14.371999999999996,1.6897859577759018
0,25,20,100,17.2445,1.6643250076107161
0,25,20,105,2.468000000000001,1.767561498137299
0,25,20,110,2.468000000000001,1.767561498137299
0,30,0,90,-9.581999999999995,1.6500000000000004
0,30,0,95,-9.581999999999995,1.6500000000000004
0,30,0,100,-9.801999999999998,1.65
0,30,0,105,1.3190000000000006,1.7706584866193373
0,30,0,110,1.3190000000000006,1.7706584866193373
0,30,5,90,-9.633000000000003,1.6500000000000001
0,30,5,95,-9.633000000000003,1.6500000000000001
0,30,5,100,-9.868000000000002,1.65
0,30,5,105,1.3190000000000006,1.7706584866193373
0,30,5,110,1.3190000000000006,1.7706584866193373
0,30,10,90,-5.513,1.7167415777959194
